Collection Title,Snippet,Similarity Score
"Henry Ossawa Tanner papers, 1860s-1978, bulk 1890-1937","'Page 267': 'Henry O. Tanner Papers. Archives of American Art, Smithsonian Institution, Washington, DC.'}, ",0.68604565
"James Carroll Beckwith diary (in the New York Historical Society), 1895","'Page 267': 'James Carroll Beckwith Diary. Microfilm Roll No. 800. Archives of American Art, Smithsonian Institution. Washington, DC.'}, ",0.6712199
"Macbeth Gallery records, 1947-1948, 1838-1968, bulk 1892-1953","'Page 267': 'Macbeth Gallery Papers, 1911-1933, Archives of American Art, Smithsonian Institution, Washington, DC.'}, ",0.7445853
"Philip Leslie Hale drawings, ca. 1880-ca. 1930","'Page 267': 'Philip Leslie Hale Papers. Microfilm Roll D98. Archives of American Art, Smithsonian Institution, Washington, DC.'}]",0.73493135
"Planning and operation of neighborhood museums, Nov. 20-22, 1969 / sponsored by The New York State Council on the Arts and the Dept. of Cultural Affairs, undated","'Page 13': 'Archives of American Art; The Art Institute of Chicago; Bur� ton Historical Collection of the Detroit Public Library; Chicago Historical Society; The Cloisters; Columbia University, Avery Architectural Library; Crow Island School; Deere and Company; The Detroit Institute of Arts Museum Archives and Record Center; First Christian Church, Columbus; Flint Institute of Arts; Furni� ture Conservation Associates; General Motors; Harry Weese and Associates; Hellmuth, Obata and Kassabaum; Jefferson National Expansion Memorial; Kleinhans Music Hall; Library of Congress, Prints and Photographs Division; Massachusetts Institute of Technology; The Metropolitan Museum of Art, Watson Library; Millesgarden; The M.I.T. Museum; Nationalmuseum, Stockholm; Office of Charles and Ray Eames; Orrefors Glass; Perkins and Will; Ralph Rapson and Associates; Rice University, School of Architecture; Roche, Dinkeloo and Associates; Royal Insti� tute of British Architects; Skidmore, Owings and Merrill; Smalands Museum, Vaxjo; Smithsonian Institution; Suomen Rakennustaiteen Museo, Helsinki; Taideteollisunsmuseo, Helsinki; University of Michigan, Ann Arbor, Bentley History Library, Michigan Historical Collections; Washington University, School of Archi� tecture; W. C. Muchow and Partners; Yale University, School of Architecture and Sterling Memorial Library, Manuscripts and Archives.'}, ",0.6523012
"Advancing American Art: exhibition records, 1946-1977","'Page 290': '4. Archives of American Art, Interview with Henry Booth by Dennis Barrie, Jan. 13, 1977,'}, ",0.67675394
"George G. Booth papers, 1900-1955","'Page 290': '7. Archives of American Art, Papers of George G. Booth, Roll 664, frame 923, George G. Booth to J. J. Crowley, July 23, 1918.'}, ",0.75971705
"Metropolitan Museum of Art scrapbooks on American illustrators, 1870-1938","'Page 290': '9. Archives of American Art, Scrapbook of So� ciety of Arts and Crafts, Roll D 280, frames 160, 163-64, Society of Arts and Crafts Fourth An� nual Report, Officers and Members, 1911.'}, ",0.68598276
"George G. Booth papers, 1900-1955","'Page 290': '12. Cranbrook Archives, Papers of George G. Booth, Box 14, Society of Arts and Crafts I Cor� respondence � Business Folder, George G. Booth to Gustavus Pope, Feb. 24, 1926; Archives of American Art, Interview with Henry Booth by Barrie, op. cit., pp. 14-15; The Detroit Institute of Arts, Museum Archives, Minutes of the Board of Trustees, Jan. 11, 1918, p. 262.'}, ",0.69493264
"Margueritte Kimball papers relating to the Cranbrook Academy of Art, 1929-1996","'Page 291': '22. Archives of American Art, Interview with Henry Booth by Barrie, op. cit., p. 15; Papers of George G. Booth, Roll 664, frames 1254-256, �Memorandum on the Founding of Cranbrook School,� Jan. 12, 1937; Cranbrook Archives, Trustees Minutes, vol. 1, pp. 44-48, Sept. 10, 1928; vol. 1, pp. 79-80, May 13, 1930; Saarinen, �Story of Cranbrook,� op. cit., pp. 30-34.'}, ",0.72326434
"George G. Booth papers, 1900-1955","'Page 291': '27. Cranbrook Archives, Papers of George G. Booth, Box 15, Eliel Saarinen I Correspon� dence � CAA Folder, George G. Booth to Eliel Saarinen, Aug. 12, 1930; Cranbrook Foundation, Trustees Records, Series I, Box 3, Cranbrook Academy of Art (Correspondence, Reports) 1930-1949 Folder, Notes by George G. Booth, July 1930; Henry S. Booth Letters, George G. Booth to Harry Booth, Feb. 17, 1930; Mar. 10, 1930; Trustees Minutes, vol. 1, pp. 132-33, June 16, 1932; Archives of American Art, Papers of George G. Booth, Roll 665, frame 557, George G. Booth to Henry P. Macomber, Oct. 1, 1930; Roll 664, frames 171-72, Charles Harris Whit� aker to George G. Booth, Jan. 16, 1929; frame 207, George G. Booth to Charles Harris Whit� aker, Sept. 4, 1929.'}, ",0.75001884
"George Manuel Aarons papers, 1927-1981","'Page 291': '29. Archives of American Art, Papers of George'}, ",0.6824199
"Richard Thomas papers, 1968-1979","'Page 315': '70. Archives of American Art, roll 926, nos. 65-68, Correspondence between Bishop Page and Richard Thomas, 1961.'}, ",0.6824727
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 54': 'Karpel, Bernard, ed. Arts in America: A Bibliography. Washington, D.C.: Published for the Archives of American Art by the Smithsonian Institution, 1979. 4 vols.'}, ",0.7575209
"American art exhibition catalog collection microfilm, 1820-1960","'Page 112': 'Archives of American Art. Collection of Exhibition Catalogs. Boston: G. K. Hall, 1979. 85 lp.'}, ",0.7664006
"Advancing American Art: exhibition records, 1946-1977","'Page 117': 'Arts in America: A Bibliography. Edited by Bernard Karpel. Washington, D.C.: Published for the Archives of American Art by the Smithsonian Institution Press, 1979. 4 vols.'}, ",0.75408894
"F.W. Sargent papers, 1854-1960, bulk 1854-1888","'Page 92': 'Letter from Sargent to F. D. Millet, October 20, 1887, Archives of American Art, reel 5460, frames 422-431.'}, ",0.7427514
"Paul Vanderbilt papers, 1854-1992, bulk 1945-1992","'Page 96': 'Arthur T. Vanderbilt II: Fortune�s Children: The Fall ofthe House of Vanderbilt, New York 2001, p. 132. Letter from John Singer Sargent to F. D. Millet, October 20, 1887, Archives of American Art, reel 5460, frames 422-431.'}, ",0.65344495
"California Art Gallery journal issues, 1873","'Page 98': 'Archives of American Art Journal 36,'}, ",0.691405
"Barbara Frank papers, circa 1970-1992","'Page 106': 'H. Barbara Weinberg: �The Career of Francis Davis Millet,� Archives of American Art Journal 17, ? (1977), P4.'}, ",0.65471405
"California Art Gallery journal issues, 1873","'Page 118': 'Archives of American Art Journal 16 (1976), Pp2-14.'}, ",0.70063907
"Advancing American Art: exhibition records, 1946-1977","'Page 39': ""Agee collected material for the Archives of American Art on government programs of the 1930's in the arts, which provided the inspiration for this exhibition. The catalog reveals not so much the governmental contributions but major aesthetic trends. Excellent bibliography, includes manuscript material.""}, ",0.723455
"Arts Club of Washington scrapbooks, 1916-1991","'Page 213': 'Archives of American Art, Center: Eighth and G Street, N.W., Washington, D.C.'}, ",0.6775661
"Foundation for Art Resources records, 1979-1983","'Page 213': '*McCoy, Garnett. ARCHIVES OF AMERICAN ART: A DIRECTORY OF RESOURCES. New York: R.R. Bowker, 1972. 163 p. Index pp. 149-63.'}, ",0.695625
"Advancing American Art: exhibition records, 1946-1977","'Page 235': 'A. A. A. : See Archives of American Art'}, ",0.66088307
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 56': 'I would like to acknowledge the generous help of many friends and colleagues, especially Mark Coir (Archives, Cranbrook Educational Community); Paul Dodds (Massachusetts College of Art); Patty Dean and Craig Johnson (Minnesota Historical Society); Nancy Mowll Mathews (Williams College Museum of Art); William Hosley, Jr. (Wadsworth Atheneum); Suzanne Smeaton (Eli Wildner & Co.); Robert C. and Seth Morton Vose; Cindy Ott (Archives of American Art, Smithsonian Institution); Erica Hirschler and Andy Haines (Museum of Fine Arts, Boston); Sheila Perkins; and Shirley and Dean Prouty.'}, ",0.6991624
"Louisiana Purchase Exposition, Department of Art records, 1896-1908","'Page 95': '8. Beverly K. Brandt, �Worthy and Carefully Selected�: American Arts and Crafts at the Louisiana Purchase Exposition, 1904,� Journal of the Archives of American Art 28, no. 1 (1988), pp. 2-14; SACB archives, AAA/BPL 300:306, 3468:113. Whiting, as director of Applied Arts and member of the International Jury of Award at the Louisiana Purchase Exhibition,'}, ",0.72276044
"Arts Club of Washington scrapbooks, 1916-1991","'Page 129': '8. Papers of the Society of Arts and Crafts, Boston, 1897-1924, Archives of American Art, Smithsonian Institution (hereafter SACB archives, AAA/S1), quoted in Karen Evans Ulehla, ed., The Society of Arts and Crafts,'}, ",0.7266762
"Boston Art Commission records, 1890-1959","'Page 205': ': Archives of American Art : Boston Public Library'}, ",0.7073995
"Metropolitan Museum of Art scrapbooks on American illustrators, 1870-1938","'Page 235': 'Archives of American Art; Daniel Berkeley Updike Collection, The Providence Public Library, Providence, R.I.; Peter Beilenson, ed., Updike: American Printer and his Merrymount Press (New York: American Institute of Graphic Arts, 1947); George Parker Winship, Daniel Berkeley'}]",0.6706938
"Advancing American Art: exhibition records, 1946-1977","'Page 8': 'Manuscript, and Special Collections Library, Duke University Libraries, Durham, NC; Anthony Bannon, George Eastman House, Rochester, NY; Susanna White, Fred L. Emerson Gallery, Hamilton College, Clinton, NY; Richard S. Frary; Johanna and Leslie Garfield; Diane Lees, Imperial War Museum, London; Michael Harrison, Sebastiano Barassi, Kettle�s Yard, University of Cambridge; Virginia Tandy, Moira Stevenson, Manchester City Art Galleries; Thomas Campbell, Gary Tinterow, Samantha Rippner, The Metropolitan Museum of Art, New York; Kaywin Feldman, The Minneapolis Institute of Arts; Earl A. Powell Ill, Dodge Thompson, Harry Cooper, National Gallery of Art, Washington, DC; Claudia Funke, Rare Books Collection, University of North Carolina at Chapel Hill; Anthony G. Hirschel, Richard Born, The David and Alfred Smart Museum of Art, The University of Chicago; John Smith, Walt Kuhn, Walt Kuhn family papers, and Armory Show records, Archives of American Art, Smithsonian Institution, Washington, DC; Nicholas Serota, Penelope Curtis, Caroline Collier, Tate, London; Mark Jones, Juliet Ceresole, Ruth Hibbard, Victoria and Albert Museum, London; Maria Balshaw, The Whitworth Art Gallery, University of Manchester; The Wyndham Lewis Memorial Trust; Amy Myers, Scott Wilcox, Yale Center for British Art, and Jock Reynolds, Yale University Art Gallery, New Haven, CF. as well as private collectors who wish to remain anonymous.'}, ",0.6631461
"Max Weber papers, 1902-2008","'Page 91': 'Alvin Langdon Coburn to Max Weber, 2 October 1917, Weber Papers, Archives of American Art, Smithsonian Institution, Washington, DC.'}, ",0.67400146
"John Quinn memorial collection in the New York Public Library, 1901-1925","'Page 185': 'Zilczer, Judith. �The Dispersal of the John Quinn Collection�. Archives of American Art Journal, vol.30, no.1 (1990), pp.35-40'}, ",0.72821856
"Walt Kuhn Family papers and Armory Show records, 1859-1984, bulk 1900-1949","'Page 191': 'National Gallery of Art Washington, DC, Walt Kuhn, Walt Kuhn family papers, and Armory Show records, Archives of American Art, Smithsonian Institution'}, ",0.6963645
"Rosalie Berkowitz collection of photographs, 1927-1950","'Page 108': '10 Romana Javitz to Holger Cahill, April 29, 1949, Holger Cahill Papers, Archives of American Art, cited in Troncale, �Worth Beyond Words.� No detailed itinerary of her trip has yet emerged, and little English-language scholarship on these collections exists. See Elizabeth Sears, �American lconography: Assessing FSA Photographs, 1945,� in �Classifying Content: Photographic Collections and Theories of Thematic Ordering,� special issue, Visual Resources (2014): 239-54, Maria Morris Hambourg cites the influence of Curt Glaser (1879-1943) and others in �Lost and Found: The Emergence and Rediscovery of German Avant-Garde Photography,� in Object: Photo. Modern Photographs, the Thomas Walther Collection, 1909-1949 (New York: Museum of Modern Art, 2014), 28.'}, ",0.6749464
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 150': '34 American Federation of Arts, �LIFE Photopanel Shows�Old,� memorandum, April 18, 1960, American Federation of Arts Records, Archives of American Art, Smithsonian Institution, Washington, DC'}, ",0.688948
"Advancing American Art: exhibition records, 1946-1977","'Page 271': 'I would like to thank the staff of the many archives, galleries, museums, and agencies that have helped us with the illustrations in this book. In particular, I gratefully acknowledge the time and assistance of Sylvain Besson at the Mus�e Nic�phore Ni�pce; Marisa Bourgoin at the Archives of American Art; Jane Branfield at Stratfield Saye House; Sara Fruchtman and Tracy Mallon-Jensen at the Art Gallery of Ontario; Tasha Lutek at the Museum of Modern Art (New York); Doreen Mileto of Timothy Hughes Rare and Early Newspapers; Kevin Moore; Linda Briscoe Myers at the Harry Ransom Center; Howell Perkins at the Virginia Museum of Fine Arts; and Robbi Siegel at Art Resource.'}, ",0.7186489
"Advancing American Art: exhibition records, 1946-1977","'Page 272': 'Archives of American Art, 105'}]",0.66233146
"American University Fine Arts Department records, 1946-1980","'Page 91': 'California School of Fine Arts class bulletin, 1939-40 Leo Holub Papers, Archives of American Art, Smithsonian Institution. Photograph � 2000 by the Trustees of the Ansel Adams Publishing Rights Trust. All rights reserved'}, ",0.6751044
"Photographs of paintings, ca. 1948-1962","'Page 92': 'Alfredo Ramos Martinez painting in the Margaret Fowler Memorial Garden, Scripps College, Claremont, 1946 Millard Sheets Papers, Archives of American Art, Smithsonian Institution, photograph by Max Yavno, � 1998 Collection Center for Creative Photography, The University of Arizona'}, ",0.6702104
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 105': '1 This essay relies on interviews conducted by the author, in his capacity as West Coast regional director for the oral history program of the Smithsonian Institution�s Archives of American Art (aaa), primarily over the past twenty-six years. Unless otherwise noted, all quotations are from interviews conducted by the author for the aaa.'}, ",0.6785813
"Fred Martin papers, circa 1949-2022","'Page 245': '45 DeFeo to Martin, undated letters, Fred Martin Papers, Archives of American Art, Smithsonian Institution.'}, ",0.65860033
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 245': '51 Berman to DeFeo, undated letter, Jay DeFeo Papers, Archives of American Art, Smithsonian Institution.'}, ",0.6607938
"Bruce Conner papers, 1956-1975","'Page 245': '61 Conner, �Tape Recorded Interview with Bruce Conner,� transcription of interview by Paul J. Karlstrom, Aug. 12, 1974, Archives of American Art, Smithsonian Institution, 36.'}, ",0.73493016
"Statement on an exhibit of the Washington Art Association, ca. 1860","Courtesy Russell Lynes and Russell Lynes Papers, Archives of American Art , Smithsonian Institution, Washington, D.C.)'}, ",0.7478947
"Statement on an exhibit of the Washington Art Association, ca. 1860","Courtesy Russell Lynes and Russell Lynes Papers, Archives of American Art, Smithsonian Institution, Washington, D.C.)""}]",0.7400174
"Thomas Hart Benton papers, 1906-1975","'Page 42': '36 Thomas Albright, Art in the San Francisco Bay Area, 1945-1980, (Berkeley: University of California Press, 1985), 151. Fletcher Benton, in his interview for the Smithsonian Archives of American Art, reinforced this observation, ""If you wanted to be a painter, and you know, do the more ragged things, you went to Davis. If you wanted to do more highly finished, highly resolved works, you went to San Jose,"" in ""Interview with Fletcher Benton conducted by Paul Karlstrom at the artist\'s studio in San Francisco, May 2, 1989"" at www.aaa.si.edu/collections/oralhistories/transcripts/benton89.htm.'}, ",0.6852137
"Bruce Conner papers, 1956-1975","'Page 42': '79 Bruce Conner, quoted in ""Interview with Bruce Conner Conducted by Paul Karlstrom in San Francisco, California, August 1 2, 1974,"" Smithsonian Archives of American Art interview, www.aaa.si.edu/collections/orgalhistories/ transcripts/conner74.htm.'}, ",0.74301153
"Robert Arneson papers, circa 1963-1977","'Page 43': '8i Robert Arneson, quoted in ""Interview with Robert Arneson conducted by Madie Jones at LakeTahoe, August 8, 1981, ""Smithsonian Archives of American Art interview, www.aaa.si.edu/collections/oralhistories/transcripts/ arneso81.htm.'}, ",0.73149085
"Fletcher Benton papers, 1934-2014","'Page 43': '93 Fletcher Benton, Smithsonian Archives of American Art interview.'}, ",0.709213
"Hans Namuth photographs and papers, 1945-1985","'Page n14': 'Joanna Stasuk of the Leo Castelli Gallery verified facts about Namuth�s exhibitions at the gallery; Robert Parks, Franklin D. Roosevelt Library and Museum, confirmed my hunch that the Sumner Welles Papers would contain Barlow�s correspondence on Namuth�s behalf; Lisa Daum, Bibliotheque Historique de la Ville de Paris, searched the records of the library for signed Namuth photographs. | owe may thanks, too, to Judith Throm, chief of reference services at the Archives of American Art, also a major repository of unpublished materials on Namuth and the artists he photographed, as well as to Mrs. John Clemans, who today still presides over the studio of Hans Namuth and responds to all who call for assistance. The staff of the National Portrait Gallery/National Museum of American Art library, Cecilia Chin, Pat Lynagh, Katrina Brown, Kim Clark, and Stephanie Moye, have my thanks as well for their prompt responses to my various requests.'}, ",0.65625244
"Hans Namuth photographs and papers, 1945-1985","'Page 64': 'Primary sources for information about Hans Namuth include Hans H. Namuth, Records of the Office of Strategic Services, Record Group 226, Office of Strategic Services Central File, Entry 92, National Archives, Washington, D.C. (hereafter Namuth Papers, OSS/NA); Namuth Personal Papers, 1934-1947 (mostly correspondence to and from Hans Namuth), collection of Peter Namuth and Tessa Namuth Papademetriou (hereafter NPP); Hans Namuth Collection, Center for Creative Photography (hereafter Namuth Collection, CCP); Hans Namuth, interview with Paul Cummings, August 12 and September 8, 1971, Hans Namuth Papers, Archives of American Art, Smithsonian Institution, Washington, D.C., roll 3198, frames 865-92 (hereafter Namuth to Cummings, AAA). Tessa Namuth Papademetriou, Peter Namuth, and Philip Herrera have provided additional biographical material. The most complete published biographical source is �Hans Namuth� in Martin Marix Evans, Contemporary Photographers (3rd ed., New York and London: St. James Press, 1995), pp. 817-19.'}, ",0.7613926
"Arts Club of Washington scrapbooks, 1916-1991","'Page 163': '. Papers. Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.69010776
"Advancing American Art: exhibition records, 1946-1977","'Page 164': 'McNaught, W. �Gift of Photographs to the Archives of American Art.� Archives of American Art Journal 25, no. 1/2 (1985): 59.'}]",0.7133296
"Things you should know about Living American Art : a handbook of facts for editors and critics, 1937","'Page 4': 'The Archives of American Art gave of their time and invaluable files, and Miss Leslie there has provided much information.'}, ",0.6584391
"Charles Webster and Marion Campbell Hawthorne papers, 1870-1983","'Page 13': '4. Hawthorne Collection, the Archives of American Art.'}]",0.66537195
"College Art Association of America slides, 1971-1974","'Page 23': '8. Archives of American Art, Institute of Contemporary Art File.'}, ",0.65450877
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 55': 'Apr. 1952, Aline Saarinen Papers, Archives of American Art, Washington, D.C.'}, ",0.70716554
"John Altoon art work and papers, circa 1940-1969","'Page 55': '26; Aline Saarinen, letter to Bernard Berenson, May 24, 1958, Aline Saarinen Papers, Archives of American Art.'}, ",0.6655038
"Aline and Eero Saarinen papers, 1906-1977","'Page 298': 'Saarinen referred constantly to the Helsinki project in his letters and even dreamed about it; Eero Saarinen, letter to Aline Louchheim, June 6 [no year, but most likely 1953], roll 2074, Aline Saarinen Papers, Archives of American Art, Washington, D.C.'}, ",0.6633091
"Aline and Eero Saarinen papers, 1906-1977","'Page 298': '7. Saarinen wrote: �Now I will tell you about the different thoughts on the [Helsinki] embassy. I am at the moment a bit confused about what is best� Eero Saarinen, letter to Aline Louchheim, n.d, roll 2074, Aline Saarinen Papers, Archives of American Art.'}, ",0.65828
"Jennings Tofel papers, 1916-1960","'Page 184': 'Jennings Tofel Papers, reel N68-36, frame 12, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.74382156
"Arts Club of Washington scrapbooks, 1916-1991","'Page 206': 'Artist, at 82,� Newsday, February 15, 1978, Abraham Rattner Papers, Smithsonian Institution, Archives of American Art, Washington, D.C., roll 5258, frame 170.'}, ",0.6845211
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 216': 'Rattner, Abraham. Oral history interview by Colette Roberts, May 20 and June 21, 1968. Archives of American Art. Smithsonian Institution. Washington, D.C.'}, ",0.65096563
"Arts Club of Washington scrapbooks, 1916-1991","'Page 216': '��. Papers. Archives of American Art. Smithsonian Institution, Washington, Dic:'}, ",0.699281
"Paul Cummings papers, 1967-1993","'Page 217': '�. Oral history interview by Paul Cummings, November 26, 1973. Transcript in the Archives of American Art, Smithsonian Institution, Washington, D.C.'}]",0.6805269
"Selected items from the Art Division of the New York Public Library, 1788-1954, bulk 1850-1950","'Page n14': 'In New York I spent days mining the rich resources of other libraries and archives as well. I extend thanks to Michelle Elligott and her staff for facilitating my research in the Museum of Modern Art archives and to Milan Hughston and his staff for making the museum�s art library available to me. I thank the staff members at the New York Historical Society and the New York Research Center of the Archives of American Art who refreshed my memory of how to read and copy microfilm. I am also grateful to the librarians at the Metropolitan Museum of Art library who allowed me to copy gallery brochures and other ephemera pertinent to the history of art collecting.'}, ",0.67899394
"Lizzie P. Bliss scrapbook and papers, 1927-1979 and undated","'Page 140': '121. Four existing photographs of views of Bliss�s music room/gallery can be seen in the microfilmed copy of the Lizzie P. Bliss Scrapbook and Papers, 1927-1979, Archives of American Art, Smithsonian Institution, reel 2200.'}, ",0.6791695
"Lizzie P. Bliss scrapbook and papers, 1927-1979 and undated","'Page 227': 'Lizzie P. Bliss Scrapbook and Papers. Archives of American Art. Smithsonian Institution. Washington, DC.'}, ",0.80591047
"Selected items from the Art Division of the New York Public Library, 1788-1954, bulk 1850-1950","'Page n15': 'I wish to thank several people who helped me with encouragement and advice. I am especially grateful to Professor H. Barbara Weinberg of Queens College and the City University of New York for generously sharing with me her great knowledge of nineteenth-century art. Richard Murray, of the National Museum of American Art in Wash� ington, was equally kind. Garnett McCoy of the Archives of American Art was very helpful. I profited from their advice, even though I did not always take it. They are in no way responsible for the final result. I must thank the staffs of all the manuscript depositories mentioned in the notes for their invaluable help. Thanks are due the following de� positories for permission to use unpublished materials from the per� sons and collections noted: Scribner�s and Macmillan Companies (Scribner Archives); the Albany Institute of History and Art (Will H. Low) ; the Collection of American Literature, Beinecke Rare Book and Manuscript Library, Yale University (Royal Cortissoz, James B. Car� rington, Alfred Stieglitz); Avery Architectural and Fine Arts Library, Columbia University in the City of New York (Kenyon Cox); the NewYork Historical Society (Stanford White and Edwin H. Blashfield) ; the Frick Art Reference Library (the diary of Theodore Robinson); the Archives of American Art, Smithsonian Institution (Allyn Cox, Au� gust Florian Jaccaci, and Henry Moser, the last owned by Mr. James M. Fetherolf, filmed by the Archives of American Art, Smithsonian Insti� tution); Dartmouth College Library (Augustus Saint-Gaudens); the Princeton University Library (Frank Jewett Mather, Jr., Paul Elmer More, and the Scribner Archives); the Rare Books and Manuscripts Division, the New York Public Library, Astor, Lenox, and Tilden foundations (Century Company Records and Charles H. Towne); and the Berenson Archive, Villa i Tatti, Florence, Italy. I have cited a good deal of relevant literature at appropriate points in the notes and thus append only a selected bibliography. In the interest of brevity, I use the protagonists� initials, KC, RC, and FJM, in the notes.'}, ",0.65418077
"Kenyon and Louise Cox papers, 1876-1977","'Page 25': 'The mature Kenyon Cox, probably in the mid-1890s. (Archives of American Art, Smithsonian Institution.)'}, ",0.68540335
"Wayne Thiebaud papers, 1944-2001","'Page 11': 'Archives of American Art Wayne Thiebaud Papers Art�Wayne Thiebaud/Licensed by VAGA, New York, NY'}]",0.7712171
"Advancing American Art: exhibition records, 1946-1977","'Page 223': 'Studio."" Archives of American Art Journal, 1976, vol. 16,'}, ",0.7108714
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 231': '84 Archives of American Art, Smithsonian Institution (Artists in Paris Studios Papers)'}, ",0.6534447
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 232': '189 Archives of American Art, Smithsonian Institution'}, ",0.66046333
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 232': 'Archives of American Art, Smithsonian Institution. Photo Fred'}]",0.6753647
"The New York artist, 1940-","'Page 203': ""Trachtenberg dans � Image and Ideology : New York in the Photographers Eye �, Journal of Urban History n�10 (ao�t 1984), p. 453-464. Premi�re publication dans � Notes on �291 �, dans le Camera Work de Stieglitz, n�42-43 (avriljuillet 1913), p. 18. Marin s��tend plus longuement sur le sujet dans un essai, � The Living Architecture of the Future �, New York American, 16 f�vrier 1916, p. 4. Voir Abraham Walkowitz, Zprovisations of New York : A Symphony in Lines, Girard (Kansas), Haldeman-Julius Publications, 1948 ; et Abraham Walkowitz, 1878-1965, Salt Lake City, Utah Museum of Fine Arts, University of Utah, 1974, essai de Martica Sawin, et plus particuli�rement les pages 13 � 16. Leon Kroll Papers, Archives of American Art, Smithsonian Institution, Washington, D. C., p.49550: Nancy Hale et Fredson Bower, �diteurs, Leon Kroll : � Spoken Memoir, Charlottesville, University Press of Virginia, 1983,:p. 27-32. Giles Edgerton [Mary Fanton Roberts], � How New York Has Redeemed Herself from Ugliness : An Artists Revelation of the Beauty of the Skyscraper �, Crafisman n�11 (janvier 1907), p. 470-471. Voir, au sujet de Pennell, la th�se d�Anne Cannon Palumbo, � Joseph Pennell and the Landscape of Change �, Ph. D, University of Maryland, College Park, 1982. Colin Campbell Cooper, � Autobiography � (manuscrit in�dit, propri�t� priv�e), p. 86. Edward Bryant, introduction � Joseph Pennell, Pennells New York E�tchings, New York, Dover Publications, 1980, p. xi. Joseph Pennell, The Great New York, Londres et Edimbourg, T. N. Foulis, 1912. Cette eau-forte est r�pertori�e dans le Catalogue of the Etchings of Joseph Pennell, de Louis A. Wuerth, Boston, Little, Brown and Co. 1928, n�349, p. 119. The Golden Cornice, II (ibid. n�672, p. 230), r�alis�e beaucoup plus tard, en 1915, est une vue a�rienne tr�s diff�rente. Je remercie Christopher Gray, historien de l�architecture de la ville de New York, d�avoir identifi� cette construction (lettre dat�e du 27 janvier 1992). La controverse soulev�e par l'American Surety Building est explicit�e dans � Four�Sky-scrapers� �, Harpers Week}, 3 mars 1894, p. 200 et 210 ; ainsi que dans � The Field of Art : High Buildings �, Scribners Magazine n�19 : janvier 1896, p. 127-128; mats 1896, p. 389-390.""}, ",0.6609619
"Charles R. Lamb scrapbook on the Dewey Arch, 1899-1901","'Page 218': 'Balge, Marjorie P., � The Dewey Arch, Sculpture or Architecture �, Archives of American Art Journal 23, n� 4 (1983), p. 1-6.'}, ",0.69457525
"Foundation for Art Resources records, 1979-1983","'Page 219': 'Glavin, Ellen Marie, � Maurice Prendergast and Central Park �, Archives of American Art Journal 31, n� 4 (1991), p. 20-26.'}]",0.65030783
"Martin Birnbaum papers, 1862-1967, bulk 1920-1967","'Page 251': '6. SCC to Martin Bimbaum, 9 Aug. 1930. Birnbaum Papers, 1024:193-94, Archives of American Art, Smithsonian Institution.'}, ",0.65988487
"Martin Birnbaum papers, 1862-1967, bulk 1920-1967","'Page 281': '11. SCC to Martin Birnbaum, 8 Mar. 1930, Birnbaum Papers, reel 1024, frame 92, Archives of American Art, Smithsonian Institution.'}, ",0.6992148
"Macbeth Gallery records, 1947-1948, 1838-1968, bulk 1892-1953","'Page 317': 'Macbeth Gallery Records, Archives of American Art, Smithsonian Institution'}, ",0.74704325
"Macbeth Gallery records, 1947-1948, 1838-1968, bulk 1892-1953","'Page 328': 'Purchased by SCC from Martin Birnbaum, New York, July 1930; donated anonymously through Macbeth Gallery to the Brooklyn Museum, 1943. ref. Birnbaum Papers, 1024:167-68, Archives of American Art, Smithsonian Institution; MACB.'}, ",0.663297
"Martin Birnbaum papers, 1862-1967, bulk 1920-1967","'Page 348': 'Purchased by SCC from Martin Birnbaum, New York, Jan. 1930; returned to Birnbaum, Nov. 1930. ref. Birnbaum Papers, 1024:62, 218, Archives of American Art, Smithsonian Institution.'}, ",0.67176485
"Arts Club of Washington scrapbooks, 1916-1991","'Page 356': 'Birnbaum, Martin. Papers. Archives of American Art, Smithsonian Institution.'}, ",0.6728063
"Macbeth Gallery records, 1947-1948, 1838-1968, bulk 1892-1953","'Page 356': 'Macbeth Gallery Archives. Archives of American Art, Smithsonian Institution.'}, ",0.7097869
"George Grey Barnard papers, circa 1860-1969, bulk 1880-1938","'Page 369': 'Archives of American Art, Smithsonian Institution: figs. 49, 107, 224 (George Grey Barnard Papers)'}]",0.7013266
